aod,lst,soil_moisture,pm10,pm25,O3,NDVI,elevation,surface_pressure
0.332,24.37,0.3638220131397247,19.0,63.0,0.1213873997331446,0.17655883625,1353,84303.60546875
0.304,24.17,0.3587239980697632,21.0,59.0,0.117297132152038,0.176237925625,1353,84293.29296875
0.317,24.17,0.3587239980697632,21.0,59.0,0.117297132152038,0.176237925625,1353,84293.29296875
0.327,24.85,0.3555949628353119,20.0,59.0,0.1189192980527374,0.175917015,1353,84406.52734375
0.263,24.85,0.3555949628353119,20.0,59.0,0.1189192980527374,0.175917015,1353,84406.52734375
0.276,24.81,0.3486894071102142,22.0,62.0,0.1218846222196281,0.175596104375,1353,84380.3671875
0.188,24.81,0.3486894071102142,22.0,62.0,0.1218846222196281,0.175596104375,1353,84380.3671875
0.323,24.95,0.3358170390129089,20.0,61.0,0.1233584359288077,0.174954283125,1353,84258.140625
0.192,24.95,0.3358170390129089,20.0,61.0,0.1233584359288077,0.174954283125,1353,84258.140625
0.202,24.37,0.330968290567398,19.0,55.0,0.1226360623691811,0.1746333725,1353,84282.30859375
0.211,24.37,0.330968290567398,19.0,55.0,0.1226360623691811,0.1746333725,1353,84282.30859375
0.23,25.51,0.33156219124794,22.0,53.0,0.1180265918374034,0.174312461875,1353,84255.140625
0.225,25.51,0.33156219124794,22.0,53.0,0.1180265918374034,0.174312461875,1353,84255.140625
0.284,24.29,0.3298859596252441,26.0,59.0,0.1174776241934422,0.17399155125,1353,84235.48046875
0.315,23.63,0.3317245244979858,32.0,66.0,0.1164643969001593,0.173670640625,1353,84289.671875
0.186,24.43,0.326581746339798,26.0,72.0,0.121974274516054,0.173028819375,1353,84384.37109375
0.212,24.43,0.326581746339798,26.0,72.0,0.121974274516054,0.173028819375,1353,84384.37109375
0.213,25.67,0.3256177306175232,35.0,60.0,0.1233984082938472,0.17270790875,1353,84471.08203125
0.24,25.67,0.3256177306175232,35.0,60.0,0.1233984082938472,0.17270790875,1353,84471.08203125
0.205,23.79,0.3315300345420837,29.0,71.0,0.1214166300974952,0.1720660875,1353,84282.34375
0.125,23.79,0.3315300345420837,29.0,71.0,0.1214166300974952,0.1720660875,1353,84282.34375
0.29,23.89,0.3278741836547851,33.0,72.0,0.1205300234398971,0.171745176875,1353,84091.125
0.262,23.81,0.321518987417221,49.0,94.0,0.1203068251544451,0.171103355625,1353,84228.8359375
0.32,23.81,0.321518987417221,49.0,94.0,0.1203068251544451,0.171103355625,1353,84228.8359375
0.42,22.77,0.3195042610168457,42.0,128.0,0.1220925524830681,0.170782445,1353,84356.7421875
0.456,22.41,0.320089727640152,37.0,107.0,0.1211049482225859,0.170461534375,1353,84297.6953125
0.472,22.41,0.320089727640152,37.0,107.0,0.1211049482225859,0.170461534375,1353,84297.6953125
0.237,22.97,0.3147942721843719,37.0,91.0,0.1224508360028673,0.17014062375,1353,84174.75
0.165,22.97,0.3147942721843719,37.0,91.0,0.1224508360028673,0.17014062375,1353,84174.75
0.227,20.89,0.3101260960102081,41.0,88.0,0.1213942617178366,0.169819713125,1353,84189.55078125
0.189,20.89,0.3101260960102081,41.0,88.0,0.1213942617178366,0.169819713125,1353,84189.55078125
0.35,21.93,0.308780163526535,43.0,104.0,0.1204162985087268,0.1694988025,1353,84365.73046875
0.314,21.93,0.308780163526535,43.0,104.0,0.1204162985087268,0.1694988025,1353,84365.73046875
0.51,21.19,0.3121612668037414,37.0,103.0,0.1222719103098756,0.16885698125,1353,84427.8984375
0.329,22.33,0.3063347637653351,30.0,101.0,0.1204022738409001,0.168536070625,1353,84513.59765625
0.342,22.33,0.3063347637653351,30.0,101.0,0.1204022738409001,0.168536070625,1353,84513.59765625
0.286,22.77,0.3022751808166504,24.0,76.0,0.1233104318381203,0.166692351875,1353,84450.75
0.195,22.77,0.3022751808166504,24.0,76.0,0.1233104318381203,0.166692351875,1353,84450.75
0.179,21.93,0.3001832067966461,29.0,71.0,0.1204738169909351,0.16516954375,1353,84578.41015625
0.201,21.93,0.3001832067966461,29.0,71.0,0.1204738169909351,0.16516954375,1353,84578.41015625
0.21,22.85,0.2998789846897125,23.0,68.0,0.1218530833721024,0.163646735625,1353,84459.3046875
0.185,22.85,0.2998789846897125,23.0,68.0,0.1218530833721024,0.163646735625,1353,84459.3046875
0.253,21.37,0.2959460020065307,29.0,65.0,0.1188683062791691,0.160601119375,1353,84548.60546875
0.171,22.69,0.2957297265529632,30.0,76.0,0.116708008439263,0.15907831125,1353,84372.234375
0.215,20.61,0.2924010455608368,31.0,80.0,0.1189346769296409,0.157555503125,1353,84145.109375
0.215,20.61,0.2924010455608368,31.0,80.0,0.1189346769296409,0.157555503125,1353,84145.109375
0.287,20.79,0.2869239747524261,35.0,90.0,0.124979451298794,0.154509886875,1353,84130.296875
0.25,20.79,0.2869239747524261,35.0,90.0,0.124979451298794,0.154509886875,1353,84130.296875
0.285,21.71,0.2935852110385895,30.0,86.0,0.1172773851931073,0.151464270625,1353,84413.01171875
0.342,18.41,0.2838907539844513,32.0,92.0,0.1187694817780893,0.148418654375,1353,84447.3671875
0.253,21.25,0.2896235883235931,38.0,73.0,0.1272772550582291,0.145373038125,1353,84267.14453125
0.214,20.83,0.2681006789207458,29.0,91.0,0.1247772425413102,0.14080461375,1353,84323.4921875
0.124,20.83,0.2681006789207458,29.0,91.0,0.1247772425413102,0.14080461375,1353,84323.4921875
0.424,18.07,0.2626149952411651,33.0,101.0,0.1210275784014537,0.130144956875,1353,84074.765625
0.325,18.07,0.2626149952411651,33.0,101.0,0.1210275784014537,0.130144956875,1353,84074.765625
0.36,18.13,0.2658206522464752,40.0,99.0,0.1237700879574233,0.127099340625,1353,84102.27734375
0.366,17.75,0.2650844752788543,39.0,99.0,0.1338434964418856,0.1255765325,1353,83964.15625
0.335,16.47,0.2609484195709228,42.0,107.0,0.1324028372763968,0.12253091625,1353,84125.34375
0.258,16.47,0.2609484195709228,42.0,107.0,0.1324028372763968,0.12253091625,1353,84125.34375
0.385,16.75,0.256106287240982,48.0,112.0,0.1196685358881444,0.1194853,1353,84100.6328125
0.314,17.87,0.2376806139945984,58.0,112.0,0.1133598163724724,0.1194853,1353,84175.4140625
0.427,17.87,0.2376806139945984,58.0,112.0,0.1133598163724724,0.1194853,1353,84175.4140625
0.344,15.81,0.2375417649745941,70.0,121.0,0.1133398904955488,0.1194853,1353,84299.35546875
0.279,16.31,0.2434267699718475,55.0,138.0,0.1166083339393399,0.1194853,1353,84283.90234375
0.257,16.81,0.2332645505666732,50.0,140.0,0.1261404454708518,0.1194853,1353,84620.41796875
0.219,16.81,0.2332645505666732,50.0,140.0,0.1261404454708518,0.1194853,1353,84620.41796875
0.357,17.35,0.2214836925268173,52.0,131.0,0.1204726801734088,0.1194853,1353,84461.16796875
0.347,17.35,0.2214836925268173,52.0,131.0,0.1204726801734088,0.1194853,1353,84461.16796875
0.279,15.97,0.2296792119741439,48.0,126.0,0.1195401333275141,0.1194853,1353,84590.97265625
0.38,15.97,0.2296792119741439,48.0,126.0,0.1195401333275141,0.1194853,1353,84590.97265625
0.582,20.07,0.3178134560585022,68.0,134.0,0.1089188009500043,0.08502767625,1337,83849.85546875
0.318,21.51,0.3094014227390289,71.0,121.0,0.1158051714300619,0.08408683484375,1337,84046.98046875
0.351,21.51,0.3094014227390289,71.0,121.0,0.1158051714300619,0.08408683484375,1337,84046.98046875
0.413,17.15,0.3197744786739349,50.0,135.0,0.1135243275330411,0.0838986665625,1337,83879.47265625
0.444,17.15,0.3197744786739349,50.0,135.0,0.1135243275330411,0.0838986665625,1337,83879.47265625
0.811,22.67,0.2695010602474212,106.0,164.0,0.1156916245818933,0.0928621525,1337,84446.03515625
0.745,22.67,0.2695010602474212,106.0,164.0,0.1156916245818933,0.0928621525,1337,84446.03515625
0.685,21.87,0.2921616733074188,112.0,163.0,0.1188916191458199,0.095197108125,1337,84311.16796875
0.398,24.23,0.3094454705715179,41.0,105.0,0.1160500273107991,0.099867019375,1337,84093.02734375
0.366,24.23,0.3094454705715179,41.0,105.0,0.1160500273107991,0.099867019375,1337,84093.02734375
0.405,23.57,0.2854752838611603,96.0,75.0,0.1171556040645399,0.102201975,1337,84008.3515625
0.385,23.57,0.2854752838611603,96.0,75.0,0.1171556040645399,0.102201975,1337,84008.3515625
0.385,24.73,0.3123954534530639,71.0,151.0,0.118333517122095,0.104536930625,1337,84313.92578125
0.284,24.73,0.3123954534530639,71.0,151.0,0.118333517122095,0.104536930625,1337,84313.92578125
0.673,19.13,0.323208600282669,26.0,31.0,0.1297498047351231,0.1115417975,1337,84660.6640625
0.621,21.15,0.2965761721134186,57.0,53.0,0.1293637901543966,0.113876753125,1337,84604.32421875
0.721,22.27,0.2971060872077942,99.0,107.0,0.1227877885102652,0.11621170875,1337,84739.74609375
0.994,22.27,0.2971060872077942,99.0,107.0,0.1227877885102652,0.11621170875,1337,84739.74609375
0.837,20.97,0.2719537615776062,83.0,172.0,0.1220577433705193,0.118546664375,1337,84658.26953125
0.761,23.99,0.3063415586948395,87.0,171.0,0.1175713183405727,0.12088162,1337,84682.625
0.583,23.99,0.3063415586948395,87.0,171.0,0.1175713183405727,0.12088162,1337,84682.625
1.06,22.81,0.295933187007904,79.0,175.0,0.1161436129058483,0.122490080625,1337,84738.0625
0.496,25.45,0.2999738156795501,74.0,162.0,0.1157107874750601,0.12409854125,1337,84641.28125
0.488,25.45,0.2999738156795501,74.0,162.0,0.1157107874750601,0.12409854125,1337,84641.28125
0.546,25.65,0.2954950034618377,78.0,164.0,0.1149647696933612,0.125707001875,1337,84414.25390625
0.518,24.89,0.255846232175827,84.0,157.0,0.1123698875307911,0.1273154625,1337,84457.40234375
0.386,26.71,0.2828646004199981,75.0,152.0,0.1124550107124833,0.132140844375,1337,84486.0859375
0.389,26.71,0.2828646004199981,75.0,152.0,0.1124550107124833,0.132140844375,1337,84486.0859375
0.746,24.47,0.2560946643352508,80.0,158.0,0.1175935342908714,0.1337493049999999,1337,84543.7578125
0.823,23.79,0.2510228157043457,89.0,167.0,0.1177291296741958,0.135357765625,1337,84569.1015625
1.1,23.79,0.2510228157043457,89.0,167.0,0.1177291296741958,0.135357765625,1337,84569.1015625
0.733,27.15,0.2692916095256805,99.0,178.0,0.1173420399426917,0.13696622625,1337,84450.29296875
0.767,31.45,0.2840761840343475,36.0,94.0,0.1240435391665302,0.1871828848437499,1337,83605.7578125
0.449,31.45,0.2840761840343475,36.0,94.0,0.1240435391665302,0.1871828848437499,1337,83605.7578125
0.462,31.99,0.3686355948448181,36.0,71.0,0.1225100457668167,0.2090984753125,1337,83776.68359375
0.311,28.55,0.3535458743572235,44.0,55.0,0.1229990348218914,0.2247148565625,1337,83783.8359375
0.342,29.75,0.3521910905838012,25.0,59.0,0.1242507845162819,0.226897685,1337,83782.94921875
0.349,28.41,0.362496018409729,24.0,52.0,0.1234162387668444,0.2252562325,1337,83947.37109375
0.463,28.41,0.362496018409729,24.0,52.0,0.1234162387668444,0.2252562325,1337,83947.37109375
0.289,28.59,0.3334801495075226,30.0,43.0,0.1245520785451736,0.2055588025,1337,84052.04296875
0.396,29.37,0.322334736585617,32.0,60.0,0.1244132278666034,0.20343887125,1337,84067.796875
0.372,27.51,0.3624122440814972,10.0,29.0,0.1200368180871781,0.20008952,1337,83900.33984375
0.502,25.07,0.3284928202629089,58.0,129.0,0.1224448477965906,0.19626169,1337,84501.12890625
0.448,24.25,0.3207605183124542,58.0,129.0,0.1227839589119801,0.194579105,1337,84401.5390625
0.403,22.11,0.3159182369709015,58.0,129.0,0.1229296986005181,0.19289652,1337,84220.24609375
0.392,24.95,0.3421854376792907,58.0,129.0,0.123813956975978,0.18953135,1337,84430.59375
0.376,24.95,0.3182897865772247,58.0,129.0,0.1233082191883431,0.18616618,1337,84503.60546875
0.38,24.95,0.3182897865772247,58.0,129.0,0.1233082191883431,0.18616618,1337,84503.60546875
0.337,24.29,0.3095296621322632,58.0,129.0,0.1186087056993515,0.184483595,1337,84491.29296875
0.364,24.29,0.3095296621322632,58.0,129.0,0.1186087056993515,0.184483595,1337,84491.29296875
0.333,25.11,0.3120158612728119,58.0,129.0,0.1185627579689419,0.1828010099999999,1337,84608.52734375
0.281,25.29,0.3016923367977142,58.0,129.0,0.1221378296613556,0.181118425,1337,84582.3671875
0.216,25.29,0.3016923367977142,58.0,129.0,0.1221378296613556,0.181118425,1337,84582.3671875
0.347,25.47,0.2874771952629089,58.0,129.0,0.1234914496579837,0.177753255,1337,84460.140625
0.293,25.47,0.2874771952629089,58.0,129.0,0.1234914496579837,0.177753255,1337,84460.140625
0.213,24.95,0.280553251504898,58.0,129.0,0.1215798705817104,0.1760706699999999,1337,84480.30859375
0.25,26.25,0.28725066781044,58.0,129.0,0.1173144594829409,0.174388085,1337,84455.140625
0.305,25.09,0.2836213111877441,58.0,129.0,0.1178477928043588,0.1727055,1337,84437.48046875
0.31,24.47,0.2775253057479858,58.0,129.0,0.1162330195370989,0.171022915,1337,84491.671875
0.289,24.47,0.2775253057479858,58.0,129.0,0.1162330195370989,0.171022915,1337,84491.671875
0.202,25.47,0.268476277589798,58.0,129.0,0.1217044764549271,0.167657745,1337,84587.37109375
0.23,25.47,0.268476277589798,58.0,129.0,0.1217044764549271,0.167657745,1337,84587.37109375
0.213,26.43,0.2677564024925232,58.0,129.0,0.1237298846246047,0.16597516,1337,84673.08203125
0.189,24.25,0.2756814062595367,58.0,129.0,0.1207675784827055,0.1626099899999999,1337,84477.34375
0.147,24.25,0.2756814062595367,58.0,129.0,0.1207675784827055,0.1626099899999999,1337,84477.34375
0.273,25.23,0.2704832255840301,58.0,129.0,0.1200189575901872,0.160927405,1337,84288.125
0.289,23.67,0.2644156813621521,58.0,129.0,0.1210224628447974,0.157562235,1337,84433.8359375
0.323,23.67,0.2644156813621521,58.0,129.0,0.1210224628447974,0.157562235,1337,84433.8359375
0.431,22.83,0.2606632709503174,58.0,129.0,0.1218514516950058,0.15587965,1337,84556.7421875
0.501,22.43,0.2647989690303802,58.0,129.0,0.1217197328805895,0.154197065,1337,84498.6953125
0.281,23.35,0.2612446844577789,58.0,129.0,0.1232242062688666,0.15251448,1337,84372.75
0.136,23.35,0.2612446844577789,58.0,129.0,0.1232242062688666,0.15251448,1337,84372.75
0.251,22.15,0.2532636225223541,58.0,129.0,0.1203253226447221,0.150831895,1337,84392.55078125
0.267,22.15,0.2532636225223541,58.0,129.0,0.1203253226447221,0.150831895,1337,84392.55078125
0.384,22.11,0.247391328215599,58.0,129.0,0.1197439219530578,0.14914931,1337,84563.73046875
0.311,22.11,0.247391328215599,58.0,129.0,0.1197439219530578,0.14914931,1337,84563.73046875
0.443,21.89,0.2498443573713302,58.0,129.0,0.1199352592230667,0.147466725,1337,84602.28125
0.491,21.63,0.2532900869846344,58.0,129.0,0.122133072621791,0.14578414,1337,84633.8984375
0.509,21.63,0.2532900869846344,58.0,129.0,0.122133072621791,0.14578414,1337,84633.8984375
0.337,22.49,0.2475987374782562,58.0,129.0,0.1193589212204037,0.144101555,1337,84716.59765625
0.29,22.49,0.2475987374782562,58.0,129.0,0.1193589212204037,0.144101555,1337,84716.59765625
0.311,21.95,0.2475671023130417,58.0,129.0,0.1197088047306526,0.14241897,1337,84690.03125
0.276,21.95,0.2475671023130417,58.0,129.0,0.1197088047306526,0.14241897,1337,84690.03125
0.328,22.87,0.2480546087026596,58.0,129.0,0.1234648408247485,0.1412162626875,1337,84651.75
0.227,22.87,0.2480546087026596,58.0,129.0,0.1234648408247485,0.1412162626875,1337,84651.75
0.206,22.49,0.2470605671405792,58.0,129.0,0.1213392540812895,0.140013555375,1337,84781.41015625
0.109,22.49,0.2470605671405792,58.0,129.0,0.1213392540812895,0.140013555375,1337,84781.41015625
0.222,22.35,0.246637687087059,58.0,129.0,0.1230484408075045,0.1388108480625,1337,84658.3046875
0.267,21.75,0.2410648167133331,58.0,129.0,0.1198074494808755,0.1364054334375,1337,84745.60546875
0.231,22.57,0.2402915358543396,58.0,129.0,0.1166864410042269,0.135202726125,1337,84571.234375
0.249,20.87,0.2352171242237091,58.0,129.0,0.1201488673687753,0.1340000188125,1337,84343.109375
0.3,20.19,0.23255255818367,58.0,129.0,0.1227311119436644,0.1315946041875,1337,84331.296875
0.295,20.19,0.23255255818367,58.0,129.0,0.1227311119436644,0.1315946041875,1337,84331.296875
0.341,22.25,0.2409233450889587,58.0,129.0,0.1177723929286394,0.1291891895625,1337,84620.01171875
0.379,22.25,0.2409233450889587,58.0,129.0,0.1177723929286394,0.1291891895625,1337,84620.01171875
0.232,20.89,0.2416451573371887,47.0,96.0,0.1254023164509751,0.1243783603125,1337,84467.14453125
0.303,20.89,0.2416451573371887,47.0,96.0,0.1254023164509751,0.1243783603125,1337,84467.14453125
0.214,20.33,0.216932475566864,33.0,106.0,0.1237456386513348,0.1219729456875,1337,84534.8671875
0.139,20.33,0.216932475566864,33.0,106.0,0.1237456386513348,0.1219729456875,1337,84534.8671875
0.241,20.57,0.2162663340568542,39.0,90.0,0.1249115318059393,0.120770238375,1337,84525.4921875
0.087,20.57,0.2162663340568542,39.0,90.0,0.1249115318059393,0.120770238375,1337,84525.4921875
0.329,17.63,0.2170818299055099,39.0,110.0,0.1215479597449166,0.1123512871875,1337,84274.765625
0.301,16.37,0.2219505310058593,40.0,106.0,0.1225193291902949,0.111148579875,1337,84088.03125
